name,number,address,access,time,rest,takeout,map,introduce,shop_image
石焼 とり翔,0794-63-8987,兵庫県小野市垂井町644-1,神戸電鉄粟生線小野（兵庫県）駅徒歩10分,月・水～土：16:30～翌01:30(L.O.01:00)、日・祝日：16:30～23:30(L.O.23:00),毎週火曜日,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
カラオケキッサ さつき,0794-63-2611,兵庫県小野市中町388-1,神戸電鉄粟生線小野（兵庫県）駅徒歩5分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
山水荘,0794-62-2129,兵庫県小野市阿形町487-2,北条鉄道粟生駅徒歩18分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
小山尚美園,0794-62-4527,兵庫県小野市本町1-444,神戸電鉄粟生線小野（兵庫県）駅徒歩2分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
好きやめん,0794-63-6909,兵庫県小野市垂井町647-1,神戸電鉄粟生線小野（兵庫県）駅徒歩9分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
カラオケスカイ 小野店,0794-70-0050,兵庫県小野市敷地町1483-1,神戸電鉄粟生線小野（兵庫県）駅徒歩22分,月～木・日・祝日：10:00～翌03:00((L.I.)02:00)、金・土・祝前日 ランチ・ディナー：10:00～翌05:00((L.I.)04:00),無,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
大釜屋 小野店,0794-64-2611,兵庫県小野市王子町868-1 イオン小野店 1F,神戸電鉄粟生線小野（兵庫県）駅徒歩20分,10:00～20:30,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
くいしん坊,0794-63-6803,兵庫県小野市神明町465-3,神戸電鉄粟生線小野（兵庫県）駅徒歩5分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
KAゑMON,0794-63-3359,兵庫県小野市黍田町890,ＪＲ加古川線市場（加古川線）駅西口徒歩4分,12:00～18:00,毎週木曜日,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
ふるさとカフェ お茶○ん,0794-63-5736,兵庫県小野市本町1-434,神戸電鉄粟生線小野（兵庫県）駅徒歩3分,,毎週木曜日,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
きららのお昼ごはん,0794-62-7362,兵庫県小野市浄谷町2003-3,神戸電鉄粟生線小野（兵庫県）駅車8分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
ステーキ吉田,0794-62-2984,兵庫県小野市上本町137-5,神戸電鉄粟生線小野（兵庫県）駅徒歩12分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
nonna,0794-66-0566,兵庫県小野市昭和町923-1,JR加古川線河合西駅徒歩17分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
椿屋珈琲店,0794-62-8223,兵庫県小野市福甸町71-58,ＪＲ加古川線小野町駅車5分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
居酒屋 笑いや,0794-62-2133,兵庫県小野市黒川町80-31 パールビル1F,神戸電鉄粟生線小野（兵庫県）駅徒歩14分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
穴門 炭火焼鳥,0794-66-7011,兵庫県小野市河合西町1300,ＪＲ加古川線河合西駅徒歩15分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
雅,0794-62-1313,兵庫県小野市黒川町94-83,神戸電鉄粟生線小野（兵庫県）駅徒歩15分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
CAFE’ DE ARCHE,0794-63-8156,兵庫県小野市中島町72,神戸電鉄粟生線小野（兵庫県）駅徒歩24分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
由紀,0794-63-5699,兵庫県小野市敷地町1382-214,神戸電鉄粟生線小野（兵庫県）駅車7分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
串GEN,0794-62-7044,兵庫県小野市上本町240-5,神戸電鉄粟生線小野（兵庫県）駅徒歩9分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
炭火焼肉 いっきゅう,0794-63-0189,兵庫県小野市黒川町58-2,神戸電鉄粟生線小野（兵庫県）駅徒歩13分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
赤い鳥,0794-63-7578,兵庫県小野市王子町520-2,神戸電鉄粟生線葉多駅徒歩13分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
誠友,0794-63-6586,兵庫県小野市本町644-1,神戸電鉄粟生線小野（兵庫県）駅徒歩12分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
風の森,0794-62-0478,兵庫県小野市樫山町1455-16,神戸電鉄粟生線樫山駅徒歩14分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
ジョイフル 兵庫小野店,0794-64-7166,兵庫県小野市古川町字溝向43-1,神戸電鉄粟生線小野（兵庫県）駅車11分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
凰蘭,0794-63-7274,兵庫県小野市上本町130-2,神戸電鉄粟生線小野（兵庫県）駅徒歩11分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
クレオール,0794-63-7445,兵庫県小野市本町598-8,神戸電鉄粟生線小野（兵庫県）駅徒歩7分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
ザコーヒー・クラブ,0794-63-5488,兵庫県小野市天神町774-7,神戸電鉄粟生線小野（兵庫県）駅徒歩15分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
焼肉 ふくろう,0794-62-0296,兵庫県小野市大島町942-1,神戸電鉄粟生線小野（兵庫県）駅徒歩17分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
マカール,0794-63-7448,兵庫県小野市久保木町1834-17,神戸電鉄粟生線小野（兵庫県）駅車9分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
スピリッツ,0794-60-1108,兵庫県小野市中町344-3,神戸電鉄粟生線小野（兵庫県）駅徒歩10分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
GRIZZLYcoffee＆climbingwall,0794-73-8315,兵庫県小野市中町431-1,神戸電鉄粟生線小野（兵庫県）駅徒歩17分,11:00～22:00、11:00～21:00,毎週火曜日（祝日の場合は翌日休）,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
バニー,0794-63-5280,兵庫県小野市古川町26-2,神戸電鉄粟生線小野（兵庫県）駅車11分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
よしくら,0794-64-6280,兵庫県小野市天神町812-1,神戸電鉄粟生線小野（兵庫県）駅徒歩15分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
ぷらっときすみの 2号店,0794-88-8426,兵庫県小野市下来住町659,JR加古川線小野町駅徒歩10分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
ローズウッドゴルフクラブレストラン,0794-62-7515,兵庫県小野市山田町1441-52,神戸電鉄粟生線樫山（兵庫県）駅車5分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
のんだりya,0794-62-5030,兵庫県小野市上本町238-7,神戸電鉄粟生線小野（兵庫県）駅徒歩9分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
お好み焼き 小町,0794-63-3696,兵庫県小野市上本町22-6,神戸電鉄粟生線小野（兵庫県）駅徒歩11分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
ふぐ料理＆割烹 孫市,0794-63-7133,兵庫県小野市神明町213-15,神戸電鉄粟生線小野（兵庫県）駅徒歩1分,17:00～22:00,毎週日曜日,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
そろばん亭,0794-62-1001,兵庫県小野市浄谷町1545-321,神戸電鉄粟生線小野（兵庫県）駅車8分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
アルティジャーナ ロッソ,0794-62-3101,兵庫県小野市福甸町71-13,JR加古川線小野町駅徒歩5分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
だるま家 小野店,0794-63-8999,兵庫県小野市古川町溝向37,神戸電鉄粟生線小野（兵庫県）駅車11分,,,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3273.9637811979896!2d134.93509731566834!3d34.857137382330706!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x35552de92e9631f1%3A0x80fe880b602b0b19!2z5ZKM5rCRIOWwj-mHjuW6lw!5e0!3m2!1sja!2sjp!4v1595825816949!5m2!1sja!2sjp,,watami.jpg
